type,client,tx,amount
withdrawal,27,1062086510,270287819912489.9577
dispute,26,1390637962,
deposit,7,2299953496,320416581876006.6650
withdrawal,74,736001229,499833092673717.0534
dispute,80,2579086128,
dispute,51,691082826,
dispute,57,1176152335,
dispute,33,4144178537,
withdrawal,31,1414015570,57314611091955.2158
withdrawal,68,2779060713,289923962947778.1529
dispute,69,591080080,
resolve,36,3730241984,
resolve,5,3704550577,
resolve,61,3693467952,
dispute,45,4088791111,
resolve,32,193771718,
withdrawal,55,2002691073,-75110574825960.2911
resolve,45,766821836,
deposit,23,2080202778,-264126425213364.5263
deposit,17,3623203150,-716894998366058.3835
deposit,52,2527074605,-737593089806399.5579
withdrawal,27,631750019,-775866679526540.0006
resolve,20,413507141,
withdrawal,37,1405982988,735979177183110.8001
dispute,8,2078598094,
resolve,54,1431388912,
deposit,38,1143519526,386735670405096.9220
resolve,40,3789644227,
dispute,65,1383438404,
dispute,67,1841962440,
dispute,97,3662610054,
dispute,68,1162337238,
resolve,87,3121690865,
resolve,66,2595673148,
resolve,93,3141182284,
deposit,28,1602755412,854987060257452.1797
resolve,66,2402413899,
resolve,81,3261490096,
dispute,58,1318270732,
deposit,89,3828184625,-824438666864827.2814
dispute,26,1994890240,
dispute,5,1309270386,
withdrawal,9,725379612,-6379167750850.4351
resolve,78,835773861,
resolve,54,2831835306,
dispute,52,3219202275,
withdrawal,40,4115042197,912405395041843.1005
deposit,84,2197663268,576711925663904.1976
resolve,91,1955162274,
resolve,78,1830162482,
withdrawal,51,3769402927,782882063589618.5638
dispute,92,2375588015,
withdrawal,76,3821900691,229717289540939.0901
dispute,5,3434276073,
withdrawal,34,2737271988,-279582034958718.8019
deposit,65,1410704580,698622564921865.7302
dispute,19,410315504,
dispute,45,3030413806,
deposit,1,2928263271,-3756414512425.3140
resolve,6,2296983442,
withdrawal,83,2421117734,552519020707902.6412
withdrawal,74,3272673926,528813982294458.0767
dispute,44,2379281493,
resolve,46,797435893,
resolve,25,2713958359,
withdrawal,96,3701293294,461862880240681.8221
deposit,78,2255136263,-493870627812757.9550
dispute,12,2320880157,
resolve,86,1611341115,
deposit,37,2663090708,261053372818806.3059
deposit,44,1009414653,-153198462207270.3772
deposit,66,139006449,11222207604300.0984
resolve,34,490034972,
resolve,86,1603187261,
withdrawal,13,2818992492,246890762363833.5815
withdrawal,76,3944643332,196143774718390.9640
withdrawal,89,1254292341,-480625529022093.1228
withdrawal,68,1411138715,298220091500652.1673
resolve,53,744005053,
deposit,76,3129172613,274304053971352.1351
dispute,9,743351906,
resolve,54,610338637,
withdrawal,69,856982396,-450858552423325.0651
resolve,69,1831626520,
resolve,30,275600660,
withdrawal,18,3549372415,-740559766009530.2658
withdrawal,53,3704392482,558564090161053.4304
deposit,10,2988833929,-282884647553676.1201
dispute,78,270726662,
deposit,58,4241723902,912164604928601.1800
resolve,43,2793787407,
resolve,36,1757552062,
deposit,96,3076476212,-894148611878540.6519
dispute,93,2887280864,
resolve,57,2803371699,
resolve,27,3150112907,
withdrawal,62,1888410529,-757981425337573.4577
deposit,31,3134388049,316730676647037.0371
dispute,94,2038337468,
resolve,53,2195387506,
deposit,84,435474695,204178199620844.6104
dispute,52,529999755,
resolve,89,4089462811,
dispute,13,287422152,
withdrawal,19,88946349,-535431437504156.9430
deposit,56,3666964934,-456098046890990.9642
withdrawal,80,961846104,861188436947216.6961
deposit,62,4086891357,558102483727599.3904
resolve,53,1579626593,
resolve,28,1099350869,
resolve,44,3130410205,
dispute,80,191126270,
withdrawal,13,2963879207,-709084919087015.6670
withdrawal,77,2300904293,754121530595423.5773
deposit,32,1543297285,-708904526497091.2504
resolve,32,3057212916,
dispute,18,4137878618,
dispute,21,709581158,
deposit,6,4015381968,-575858100198464.1222
withdrawal,17,1045415604,-649860170804833.6180
resolve,42,361989687,
withdrawal,56,1262011129,400107979361397.2571
resolve,88,1138348142,
dispute,56,2477254814,
deposit,60,2874988692,-634278745644586.7815
withdrawal,5,1759646243,-290899662393821.2905
dispute,7,4097136154,
dispute,73,512164299,
resolve,38,1982306924,
resolve,44,3582649881,
deposit,49,3315285888,825697335049723.3437
withdrawal,77,307679118,-598676889984122.6929
deposit,37,4269221277,-78013591603788.9989
dispute,57,2399629269,
deposit,9,3898233943,855735195809872.3394
dispute,63,463310532,
resolve,21,171388041,
dispute,39,2929577709,
withdrawal,49,2585276996,63465500801256.2286
deposit,26,1935966796,-65176799671535.9994
dispute,66,2546541331,
dispute,61,2502086969,
deposit,54,3121314497,441370275166973.5964
dispute,25,4152729571,
resolve,23,2534004239,
withdrawal,83,3078452770,247049061434967.1074
deposit,42,1636453083,-388676570761272.5934
dispute,16,2773459003,
deposit,96,1664467046,-794630980947900.6199
resolve,61,3350833002,
deposit,46,665308317,826468756902906.5099
dispute,37,1035876840,
deposit,69,376323324,89249166547066.1607
deposit,45,2629661537,-525288544202631.1947
resolve,27,1812230204,
resolve,16,1222945862,
resolve,28,583865672,
resolve,2,2076768737,
deposit,26,1353147100,477221453733188.2858
resolve,19,4128538512,
dispute,33,955561423,
resolve,19,3254279570,
resolve,83,2711563003,
dispute,86,4157658870,
dispute,78,3532732071,
resolve,66,2772830217,
dispute,89,3083940803,
withdrawal,95,3098058257,309312381499422.0384
withdrawal,73,3733844522,827661552714930.4612
dispute,47,1424758863,
resolve,6,1937853419,
resolve,44,2757186624,
dispute,6,1743837707,
deposit,23,1342682775,909698412021781.0512
deposit,43,3634863084,-302703370125168.9778
dispute,31,300307294,
dispute,35,2892190706,
deposit,45,2341961182,763150638994203.2333
dispute,32,154391854,
deposit,68,301149839,-125806651453644.6676
dispute,0,2788798741,
dispute,99,2950495796,
deposit,75,1115081579,-360193569245949.0467
resolve,5,2754375419,
dispute,86,234197080,
deposit,65,1008149771,95312663064128.3026
withdrawal,99,177706900,-640876333546422.6672
deposit,47,3828392508,-74729873615040.6966
dispute,31,661057063,
resolve,14,2830842092,
dispute,48,2090278684,
dispute,20,810490591,
withdrawal,1,1033983872,-516331429125086.1090
resolve,78,1433095707,
resolve,9,760873352,
resolve,80,730228010,
deposit,34,2991853834,361483954606201.0686
withdrawal,85,205920444,26650323142500.1993
withdrawal,43,379382979,-733805965097464.7289
withdrawal,93,4040353862,385654923348031.8617
dispute,1,2279256694,
withdrawal,79,1132567144,823342322832914.2120
deposit,94,2269298285,-190394060654566.3524
deposit,81,3468561727,-680163031970076.7779
withdrawal,47,4039979002,-451438778740942.2759
deposit,79,4021842068,-810349176090855.3235
resolve,23,1759392967,
dispute,66,1654953765,
resolve,13,1647991282,
deposit,32,2582514154,-292040826975865.3016
deposit,67,2736310172,-553959019242676.7137
dispute,91,2159303176,
deposit,26,951779039,436090640020002.1166
resolve,62,2363844316,
dispute,78,3226484813,
withdrawal,69,3021186435,424852372652437.8886
withdrawal,51,1803926736,-258307229252895.1001
withdrawal,91,1066729533,-609896281860860.4387
deposit,15,1448270175,-758558733529563.4553
deposit,99,2607047872,-200856891255655.4793
resolve,31,917444086,
withdrawal,23,2771910824,79019470940444.5630
dispute,0,2571638160,
resolve,38,2600930071,
dispute,50,3460434103,
deposit,90,2048264925,86563393351614.3113
withdrawal,2,2266929184,369727112309732.9232
deposit,96,3249160712,-19259298354343.8222
withdrawal,55,2107132022,-900877839802348.6877
deposit,56,1657819277,-266650589880081.7133
dispute,62,2117880832,
withdrawal,34,170656503,-426423009059780.9301
resolve,75,297655120,
dispute,63,1384377228,
withdrawal,26,1877033324,909215894041072.8034
withdrawal,71,897161116,488989838628324.5023
deposit,1,271874650,477441182540725.3211
resolve,74,804936399,
deposit,50,153908349,878198920214394.6895
dispute,91,691992177,
withdrawal,16,3448151529,-466951695806917.0836
withdrawal,4,3210191308,-177179673258087.1497
deposit,24,4107870393,-315151178917339.8519
deposit,60,821477953,712268878277167.4096
dispute,48,3783046998,
withdrawal,9,1976374234,799291529783012.1362
deposit,19,83557054,160210553680253.6806
deposit,33,2203898932,-41464195018935.4545
deposit,15,3628515381,-614047030318944.2416
deposit,25,3976839126,-838465126154949.2950
dispute,80,1786819936,
deposit,21,1094161802,-638420572602153.2161
deposit,26,1772326504,48542142952941.8113
resolve,58,893346840,
dispute,64,3992335409,
resolve,98,899005914,
withdrawal,92,94652977,100558427588894.2561
withdrawal,26,628552065,-141401005166905.3868
withdrawal,30,2568092265,174951595575876.0957
resolve,40,612796362,
resolve,59,848671619,
resolve,23,2031746615,
withdrawal,59,902165522,246680834588941.2322
withdrawal,37,2374965991,-489041711488219.1088
resolve,22,3367397861,
withdrawal,74,3971166227,265799359979319.8279
deposit,79,4290061600,644668884631169.9139
resolve,20,4043935073,
withdrawal,20,499413119,-50432936412695.7976
withdrawal,84,1769948592,-639084854184387.9994
deposit,58,1800495843,193182189485708.4421
withdrawal,15,344226554,203676748893931.9292
resolve,69,581218276,
resolve,87,1237160807,
deposit,78,2730410069,-418467877807607.3559
withdrawal,61,1671478987,-307804055150861.6114
dispute,70,3116059962,
resolve,93,4162227863,
deposit,19,2165180886,-32326491107245.3418
resolve,3,2737348351,
resolve,68,2402074772,
deposit,0,2324849341,-517384208222360.0873
dispute,54,3511024296,
withdrawal,55,1809258389,-541858531638101.7231
deposit,82,2986052945,-796390715966217.8447
resolve,22,3327636110,
resolve,67,26530144,
dispute,37,2053471740,
deposit,41,522497761,11371169071016.8978
withdrawal,87,3805836893,204621708825151.9151
dispute,1,1333769743,
withdrawal,0,4268104720,-472904332173512.3309
dispute,13,1222800769,
dispute,59,1301739839,
withdrawal,64,2214486949,65057754937382.4971
resolve,52,2672228346,
dispute,98,3267990064,
deposit,81,2712675717,-700933222411236.3144
deposit,53,580445749,-868115824058471.7008
dispute,69,73977169,
dispute,39,3529956848,
dispute,57,3547023377,
resolve,83,4235155978,
withdrawal,2,3735855893,-254623497917351.6752
withdrawal,36,2949272496,-80455893788296.3624
deposit,91,1256184156,-464045671783756.7143
deposit,38,3008718711,899277540056305.3779
resolve,99,443597624,
deposit,77,317416624,812770449644695.2125
dispute,56,2846697716,
resolve,87,320232953,
resolve,20,891700723,
deposit,4,3550331195,80027713486605.1275
resolve,59,1404200244,
deposit,37,3319558007,-230786135561674.3917
dispute,68,2884314687,
withdrawal,54,785645364,194444820032057.1134
resolve,64,184691403,
resolve,56,3317841058,
resolve,99,3783005193,
resolve,45,1052108050,
resolve,92,3982118862,
deposit,43,282932448,-872452148264100.9760
deposit,23,4218652963,393355341222146.5564
deposit,18,863357699,839877627500896.0645
withdrawal,11,2805106234,851651633201492.8281
dispute,21,1631005418,
resolve,48,2060407594,
deposit,33,3843385667,384638685462590.7782
deposit,87,3970044034,-722269625834601.0298
withdrawal,78,3183094707,-144920161676188.3566
withdrawal,11,2426253366,-864653579951462.1104
deposit,65,1068092955,47114856442965.3155
withdrawal,57,1931298016,697513691284683.4151
deposit,51,2013013740,787445009427435.0074
dispute,8,4020215781,
dispute,91,3511436769,
deposit,12,2965954184,906904482806745.2774
deposit,22,3507553480,775395748711683.2917
dispute,29,1445005410,
dispute,63,2413683316,
withdrawal,21,208852717,79558072307100.0101
resolve,99,2526052495,
resolve,31,3814888520,
dispute,98,3870995203,
dispute,97,1329943238,
resolve,43,4219680722,
dispute,20,991908738,
resolve,77,627669132,
dispute,57,3861587333,
withdrawal,26,427756960,683677167382132.6429
dispute,16,24772705,
resolve,69,837705198,
deposit,47,2292890322,-766098368913507.4491
withdrawal,75,2997921229,656560031462122.7412
withdrawal,56,2238292603,297593847197360.7647
withdrawal,64,306096637,186142333703162.8432
withdrawal,42,3237043806,-416445564656120.5117
withdrawal,7,3265342182,-343488252131346.7373
deposit,25,733440869,527160504141470.3124
withdrawal,36,1132169314,45224752535324.2390
resolve,93,1116061339,
deposit,56,3789657069,-410329371919132.6705
dispute,87,2615844588,
resolve,10,1992138061,
resolve,78,877922333,
withdrawal,92,674004945,166573930660874.4225
resolve,43,1456912681,
withdrawal,37,4007965897,-648353468641135.7282
withdrawal,56,1599584535,430947322972123.5022
deposit,41,875602230,32759311496224.5968
dispute,51,1565855962,
withdrawal,4,4007719517,912568879895276.2817
dispute,30,3686277062,
withdrawal,43,24281910,-654469788429518.6762
withdrawal,77,450662711,-134616853366726.2112
resolve,41,605131663,
deposit,87,780473622,-407369219419961.1826
withdrawal,96,248742577,-798648822313951.8092
withdrawal,0,3030649661,-27907626818902.6256
resolve,67,2682267854,
withdrawal,72,3917681210,140640768560646.5214
dispute,74,803070880,
resolve,43,81772464,
dispute,84,1340552889,
dispute,71,4010030166,
deposit,27,2855947598,177820023595309.7884
withdrawal,36,2310955211,-524548974763371.1801
deposit,6,1738617274,508522613290219.9811
withdrawal,97,1806732482,-66245330478710.6034
dispute,31,503632715,
withdrawal,54,2023302829,-415354534707233.1960
dispute,66,480355522,
deposit,14,1084836204,-821605598239920.0473
deposit,53,2150714017,30449334114742.1812
withdrawal,45,2584068493,-433033005626187.1860
resolve,10,3130148693,
withdrawal,35,1029901754,-384871803147409.3716
resolve,53,4185666546,
deposit,5,4004554232,-593764426953439.8333
withdrawal,9,3663033004,-162458189401427.1203
dispute,67,3649301843,
resolve,92,1812215676,
dispute,2,2216319939,
deposit,25,2022591640,-665175912284637.4657
dispute,75,3050694558,
dispute,30,410854269,
dispute,22,164016044,
deposit,36,1216377203,872921797047580.1840
dispute,7,328345176,
deposit,20,2195823571,-272066987037849.9479
deposit,71,3215604062,56671816500413.2180
resolve,51,583680201,
withdrawal,38,1523047547,-367405725293067.2452
dispute,30,3323095467,
resolve,35,4115874677,
resolve,79,2965471318,
withdrawal,52,3918500620,783177076726246.8771
deposit,30,753198480,601065020228012.4567
dispute,47,2206135820,
resolve,65,1966344573,
deposit,37,1133712995,527004420914894.4229
withdrawal,53,1769256487,-392263843298907.1093
withdrawal,96,4263670413,-638128320779748.2594
deposit,94,1930214791,823126484888848.9481
resolve,9,1355282226,
dispute,28,1073182402,
withdrawal,87,2463800752,141349455040452.5115
resolve,82,3981744992,
withdrawal,36,272239953,-845325523925690.9658
dispute,91,2914085491,
deposit,12,1808717155,-765737418093289.4454
deposit,26,1650855488,329270745778105.5483
deposit,96,4052239060,568772137485528.4132
resolve,49,1999130903,
resolve,54,423816976,
resolve,96,1683889592,
resolve,59,2645836179,
dispute,97,2934731362,
deposit,44,1981759995,-7265613561844.7023
deposit,82,1845876220,-784267747253456.7010
resolve,76,1736519425,
dispute,73,523806890,
withdrawal,48,91578410,294948542947564.3640
withdrawal,68,3753768906,481808412642081.7337
deposit,58,957123130,-559517384458691.0266
resolve,39,3276471032,
dispute,97,2155528500,
withdrawal,75,3982196308,-186379767552266.0220
deposit,5,2502550367,-533579453395998.8936
dispute,6,2048636512,
withdrawal,63,3430587053,-757444965892091.8137
dispute,4,3562160323,
deposit,72,3793962535,918264861042546.4642
deposit,47,1481546646,682274050206056.2672
dispute,6,3227231300,
resolve,26,774295154,
dispute,31,1468203011,
withdrawal,36,2248729588,571384288305955.0036
resolve,43,1126498377,
dispute,77,3490484486,
dispute,74,4195152347,
dispute,75,1149727742,
dispute,30,4244058581,
withdrawal,27,1211531489,-389481814823330.9556
dispute,2,3954231405,
dispute,58,2239974854,
deposit,88,2671155387,301245111880907.6536
resolve,20,2392413447,
deposit,40,2885613828,133549296884349.7832
dispute,33,3457841647,
withdrawal,96,1109499155,-891638369537901.5092
withdrawal,66,3504762853,760977214883456.7781
withdrawal,42,405711330,674502478216419.2706
dispute,34,2342900443,
dispute,72,3173663781,
withdrawal,6,313499394,-699412170613584.2894
dispute,49,1352459752,
deposit,18,692044114,185838200081581.0627
resolve,56,489766887,
withdrawal,75,1837753959,-184497253275750.6275
dispute,96,2375455480,
resolve,23,2705533583,
dispute,81,2390972331,
resolve,41,995321894,
dispute,40,2257828658,
withdrawal,21,121828452,216663160239542.8936
deposit,23,2961317520,637886034635309.8194
dispute,46,2747379847,
withdrawal,46,2496154331,-301681755333091.7177
deposit,74,2799069668,-814024767642167.7150
deposit,15,2418976968,-646833046703223.0448
withdrawal,88,623605566,218348314911207.9125
resolve,3,2809403479,
resolve,86,2215238104,
dispute,42,1928563179,
deposit,72,2891834530,760721866123742.5172
dispute,49,2400085804,
deposit,43,1701739663,730724815079240.0672
